Author,Geographic Location,Century(s) of Author Lifetime\Birth-Death Dates,Work Title,Date Range of Work,URN,Genre,Notes
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Menippus sive Necyomantia,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg035.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De luctu,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg036.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Rhetorum praeceptor,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg037.1st1K-grc1,Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Alexander,180 CE-190 CE,urn:cts:greekLit:tlg0062.tlg038.1st1K-grc1,Satires\Invectives,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Imagines,163 CE-164 CE,urn:cts:greekLit:tlg0062.tlg039.1st1K-grc1,Rhetoric\Dialogues,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Pro Imaginibus,163 CE-164 CE,urn:cts:greekLit:tlg0062.tlg040.1st1K-grc1,Rhetoric\Dialogues,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,The Goddesse of Surrye,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg041.1st1K-grc1,Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De morte Peregrini,165 CE-170 CE,urn:cts:greekLit:tlg0062.tlg042.1st1K-grc1,Satires\Invectives,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Fugitivii,165 CE-170 CE,urn:cts:greekLit:tlg0062.tlg043.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Toxaris vel amicitia,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg044.1st1K-grc1,Dialogues\Narrative Fiction,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De saltatione,163 CE-164 CE,urn:cts:greekLit:tlg0062.tlg045.1st1K-grc1,Encomium\Dialogues,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Lexiphanes,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg046.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Eunuchus,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg047.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De astrologia,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg048.1st1K-grc1,Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Pseudologista,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg049.1st1K-grc1,Satires\Invectives,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Deorum concilium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg050.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Tyrannicia,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg051.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Abdicatus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg052.1st1K-grc1,Rhetoric,
"Manetho Astrologus, 4th. century CE",Egypt,100 CE-300 CE,Apotelesmatica,100 CE-300 CE,urn:cts:greekLit:tlg2583.tlg001.1st1K-grc1,Astrology\Hexametric Poem,"Brill cites 100 CE, TLG 300 CE?"
Marcellus ,"Ankara, Turkey",280 CE-374 CE,Fragmenta,335 CE-375 CE,urn:cts:greekLit:tlg2041.tlg001.opp-grc1,Epistles\Theology,
"Marcianus, of Heraclea","Karadeniz Ereğli, Turkey",200 CE-530 CE,Periplus maris exteri,200 CE-530 CE,urn:cts:greekLit:tlg4003.tlg001.1st1K-grc1,Periegesis,"Hercalea Pontica, Bithynia"
"Marcianus, of Heraclea","Karadeniz Ereğli, Turkey",200 CE-530 CE,Menippi periplus maris interni (epitome Marciani),200 CE-530 CE,urn:cts:greekLit:tlg4003.tlg002.1st1K-grc1,Periegesis,
"Marcianus, of Heraclea","Karadeniz Ereğli, Turkey",200 CE-530 CE,Artemidori geographia (epitome Marciani) ,200 CE-530 CE,urn:cts:greekLit:tlg4003.tlg003.1st1K-grc1,Geographical Texts,
Marcus Diaconus,"Gaza, Palestine",400 CE-500 CE,Vita Porphyrii episcopi Gazensis,400 CE-500 CE,urn:cts:greekLit:tlg2806.tlg001.1st1K-grc1,Hagiography,
Marinus,"Nablus, Palestine ",500 CE,Commentarium in Euclidis Data,450 CE-500 CE,urn:cts:greekLit:tlg4075.tlg002.1st1K-grc1,Commentaries,"Neapolis, Samaria"
Martyrium Polycarpi,Uncertain,200 CE-400 CE,Epistula ecclesiae Smyrnensis de martyrio sancti Polycarpi,200 CE-400 CE,urn:cts:greekLit:tlg1484.tlg001.1st1K-grc1,Epistles\Hagiography,Post 200 CE
Maximus of Tyre,"Tyre, Lebanon",200 CE,Dialexeis,180 CE-191 CE,urn:cts:greekLit:tlg0563.tlg001.1st1K-grc1,Rhetoric,
"Maximus, Astrologus",Uncertain,200 CE-400 CE,Περὶ καταρχῶν,200 CE-400 CE,urn:cts:greekLit:tlg1487.tlg001.1st1K-grc1,Astrology\Hexametric Poem,
"Maximus, Astrologus",Uncertain,200 CE-400 CE,Περὶ καταρχῶν (epitome),200 CE-400 CE,urn:cts:greekLit:tlg1487.tlg002.1st1K-grc1,Astrology  ,
"Menander, Laodicensis","Eskihisar, Denizli Province, Turkey",300 CE,Διαίρεσις τῶν ἐπιδεικτικῶν,250 CE-300 CE,urn:cts:greekLit:tlg2586.tlg001.1st1K-grc1,Rhetoric,"""Greek rhetor of the late 3rd cent. AD,"""
"Menander, Laodicensis","Eskihisar, Denizli Province, Turkey",300 CE,Περὶ ἐπιδεικτικῶν,250 CE-300 CE,urn:cts:greekLit:tlg2586.tlg002.1st1K-grc1,Rhetoric,Laodicea on the Lycus
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,Symposium Sive Convivium Decem Virginum,250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg001.opp-grc1,Theology\Philosophy,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,De Libero Arbitrio,250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg002.opp-ger1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,De Libero Arbitrio,250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg002.opp-grc1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,De Resurrectione,250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg003.opp-ger1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,De lepra ad Sistelium,250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg004.opp-ger1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)",250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg005.opp-grc1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,Adversus Porphyrium (Fragmenta),250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg006.opp-grc1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,Fragmenta In Job (In Catenis),250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg007.opp-grc1,Catenae,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,De Martyribus (Fragmenta),250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg008.opp-grc1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,Fragmenta Incerta (sp.),250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg010.opp-grc1,Theology ,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,In Genesim (In Catenis),250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg011.opp-ger1,Catenae,"Olympus, Lycia"
Methodius,"Çıralı, Antalya Province, Turkey",230 CE-311 CE,Sermo De Simeone Et Anna [Sp.],250 CE-310 CE,urn:cts:greekLit:tlg2959.tlg012.opp-ger1,Homilies,"Olympus, Lycia"
Michael Ephesius,"Selçuk, Turkey",1100 CE-1200 CE,In parva naturalia commentaria,1080 CE-1120 CE,urn:cts:greekLit:tlg4034.tlg002.opp-grc1,Philosophy\Natural History\Commentaries,From Ephesus
Michael Ephesius,"Selçuk, Turkey",1100 CE-1200 CE,In libros de partibus animalium,1080 CE-1120 CE,urn:cts:greekLit:tlg4034.tlg003.opp-grc1,Philosophy\Natural History\Commentaries,From Ephesus
Michael Ephesius,"Selçuk, Turkey",1100 CE-1200 CE,In librum quintum ethicorum Nicomacheorum commentarium,1080 CE-1120 CE,urn:cts:greekLit:tlg4034.tlg006.opp-grc1,Philosophy\Natural History\Commentaries,From Ephesus
Nicomachus of Gerasa,"Jerash, Jordan",200 CE,"Introductio Arithmetica
",100 CE-110 CE,urn:cts:greekLit:tlg0358.tlg001.1st1K-grc1,Mathematical Texts,Gerasa
Nicomachus of Gerasa,"Jerash, Jordan",200 CE,Harmonicum enchiridion,100 CE-110 CE,urn:cts:greekLit:tlg0358.tlg002.1st1K-grc1,Musical Theory,
Nicomachus of Gerasa,"Jerash, Jordan",200 CE,Excerpta,100 CE-110 CE,urn:cts:greekLit:tlg0358.tlg004.1st1K-grc1,Musical Theory,
Nicomachus of Gerasa,"Jerash, Jordan",200 CE,Problemata arithmetica,100 CE-110 CE,urn:cts:greekLit:tlg0358.tlg005.1stK-grc1,Mathematical Texts,
Olympiodorus,"Alexandria, Egypt",600 CE,Prolegomena,530 CE-565 CE,urn:cts:greekLit:tlg4019.tlg001.opp-grc1,Philosophy\Commentaries,
Olympiodorus,"Alexandria, Egypt",600 CE,In Categorias Commentarium,530 CE-565 CE,urn:cts:greekLit:tlg4019.tlg002.opp-grc1,Philosophy\Commentaries,
Olympiodorus,"Alexandria, Egypt",600 CE,In Aristotelis meteora commentaria,565 CE,urn:cts:greekLit:tlg4019.tlg003.opp-grc1,Philosophy\Natural History\Commentaries,
Oracula Sibyllina,Uncertain,200 BCE-400 CE,Oracula,200 BCE-400 CE,urn:cts:greekLit:tlg1551.tlg001.opp-grc1,Oracula\Apocalyptic Texts,
Oracula Sibyllina,Uncertain,200 BCE-400 CE,Fragmenta,200 BCE-400 CE,urn:cts:greekLit:tlg1551.tlg002.opp-grc1,Oracula\Apocalyptic Texts,
Origenes,"Caesarea, Israel",185 CE-254 CE,Contra Celsum,248 CE,urn:cts:greekLit:tlg2042.tlg001.perseus-grc1,Apologias,"185-230, 231-254, part of career in Alexandria, and part in Caesarea Maritima"
Origenes,"Alexandria, Egypt",185 CE-254 CE,Commentarii in Evangelium Joannis,210 CE-230 CE,urn:cts:greekLit:tlg2042.tlg005.opp-grc1,Exegetical texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta in evangelium Joannis,210 CE-230 CE,urn:cts:greekLit:tlg2042.tlg006.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Exhortatio ad martyrium,235 CE,urn:cts:greekLit:tlg2042.tlg007.perseus-grc1,Ecclesiastical texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,De Oratione,233 CE-235 CE,urn:cts:greekLit:tlg2042.tlg008.perseus-grc1,Theology,
Origenes,"Alexandria, Egypt",185 CE-254 CE,In Jeremiam (homiliae 1‑11),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg009.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta In Jeremiam (In Catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg010.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta In Lamentationes (In Catenis de Prophetis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg011.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmentum In Lamentationes (In Catenis de Octateucho),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg012.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,De Engastrimytho (Homilia In I Reg. [I Sam.] 28.3-25),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg013.opp-grc1,Exegetical texts\Homilies,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta in librum primum Regnorum (in catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg014.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmentum In Librum Primum Regnorum (In Catenis de Cantico Canticorum),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg015.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Homiliae in Lucam,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg016.opp-grc1,Exegetical texts\Homilies,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta in Lucam (in catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg017.opp-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Philocalia,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg019.1st1K-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,In Jeremiam (Homiliae 12-20),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg021.opp-grc1,Exegetical texts\Homilies,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Commentariorum Series In Evangelium Matthaei,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg028.opp-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Commentarium In Evangelium Matthaei (Lib. 10-11),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg029.opp-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Commentarium in evangelium Matthaei (lib. 12‑17),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg030.opp-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Commentarium in evangelium Matthaei (lib. 12‑17),231 CE-254 CE,urn:cts:latinLit:tlg2042.tlg030.opp-lat1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Epistula ad Africanum,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg045.1st1K-grc1,Epistles,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Genesim,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg048.1st1K-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Exodum (fragmenta e catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg050.1st1K-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Leviticum (fragmenta e catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg051.1st1K-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Numeros,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg052.1st1K-grc1,Exegetical Texts,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Deuteronomium (fragmenta e catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg053.1st1K-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Jesu Nave (fragmenta e catenis),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg054.1st1K-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Selecta in Judices,231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg055.1st1K-grc1,Exegetical texts\Catenae,
Origenes,"Alexandria, Egypt",185 CE-254 CE,Fragmenta In Jeremiam (E Philocalia),231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg084.opp-grc1,Exegetical texts\Homilies,
Origenes,"Alexandria, Egypt",185 CE-254 CE,"Homiliae in Job (fragmenta in catenis, typus I) ",231 CE-254 CE,urn:cts:greekLit:tlg2042.tlg057.1st1K-grc1,Exegetical texts\Homilies,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De Opficio Mundi,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg001.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Legum allegoriarum libri i‑iii,39 CE-50 CE,urn:cts:greekLit:tlg0018.tlg002.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De cherubim,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg003.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De sacrificiis Abelis et Caini ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg004.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Quod deterius potiori insidiari soleat,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg005.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De posteritate Caini,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg006.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De gigantibus,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg007.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Quod deus sit immutabilis,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg008.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De agricultura ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg009.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De plantatione,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg010.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De ebrietate,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg011.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De sobrietate,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg012.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De confusione linguarum,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg013.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De migratione Abrahami,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg014.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Quis rerum divinarum heres sit,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg015.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De congressu eruditionis gratia ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg016.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De fuga et inventione,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg017.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De mutatione nominum ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg018.opp-grc1,Exegetical Texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De somniis (lib. i‑ii),20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg019.opp-grc1,Exegetical Texts\Dream Interpretation,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De Abrahamo,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg020.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De Josepho,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg021.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De vita Mosis (lib. i‑ii),20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg022.opp-grc1,Exegetical texts\Philosophy\Biographical texts,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De decalogo ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg023.opp-grc1,Exegetical texts\Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De specialibus legibus (lib. i‑iv),20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg024.opp-grc1,Exegetical texts\Philosophy\Theology,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De virtutibus,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg025.opp-grc1,Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De praemiis et poenis et De exsecrationibus ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg026.opp-grc1,Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Quod omnis probus liber sit ,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg027.opp-grc1,Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De vita contemplativa,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg028.opp-grc1,Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,De aeternitate mundi,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg029.opp-grc1,Philosophy,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,In Flaccum,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg030.opp-grc1,Philosophy\Apologias,
Philo Judaeus,"Alexandria, Egypt",15 BCE-50 CE,Legatio ad Gaium,20 CE-50 CE,urn:cts:greekLit:tlg0018.tlg031.opp-grc1,Philosophy\Apologias,
Philodemus,"Umm Qais , Jordan\Rome, Italy",100 BCE,De Musica Librorum Quae Exstant,80 BCE-40 BCE,urn:cts:greekLIt:tlg1595.tlg221.1st1K-grc1.xml,Musical Theory,Gadara
Philostorgius,"Istanbul, Turkey",368 CE-439 CE,Historia ecclesiastica (fragmenta ap. Photium),425 CE-435 CE,urn:cts:greekLit:tlg2058.tlg001.1st1K-grc1,Historical Texts\Ecclesiastical Texts,
Philumenus,"Alexandria, Egypt",200 CE-300 CE,De venenatis animalibus eorumque remediis,200 CE-300 CE,urn:cts:greekLit:tlg0671.tlg001.1st1K-grc1,Medical Texts,
Plato,"Athens, Greece",428\7 BCE-348\7 BCE,Definitiones,350 BCE-300 BCE,urn:cts:greekLit:tlg0059.tlg037.First1K-grc1,Philosophy,spurious text-probably post Platonic according to Brill
Plotinus ,"Alexandria, Egypt\Rome, Italy",205 CE-270 CE,Enneades,254 CE-270 CE,urn:cts:greekLit:tlg2000.tlg001.opp-grc2,Philosophy,
Polyaenus Macedo,"Rome, Italy",200 CE,Strategematon,162 CE,urn:cts:greekLit:tlg0616.tlg001.1st1K-grc1,Tactical text,Exact date given in Brill. From Macedonia but texts written in Rome
Polyaenus Macedo,"Rome, Italy",200 CE,Excerpta  ,200 CE,urn:cts:greekLit:tlg0616.tlg002.1st1K-grc1,Tactical text,
Polycarp ,"İzmir, Turkey",69 CE-155 CE,Epistula ad Philippenses,130 CE-135 CE,urn:cts:greekLit:tlg1622.tlg001.1st1K-grc1,Epistles,Smyrna
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,Vita Pythagorae,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg002.1st1K-grc1,Philosophy\Biographical texts,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,De Abstinentia,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg003.1st1K-grc1,Philosophy,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,Ad Marcellam,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg005.1st1K-grc1,Epistles\Philosophy,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,Isagoge sive quinque voces ,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg006.opp-grc1,Philosophy\Commentaries,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,In Aristotelis categorias expositio per interrogationem et responsionem,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg007.opp-grc1,Philosophy\Commentaries,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,"Quaestionum Homericanum ad Iliadem pertinentium reliquiae
fasc. I",268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg014.1st1K-grc1,Commentaries,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,Zetemata codicis Vaticani,268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg015.1st1K-grc1,Commentaries,
Porphyry,"Rome, Italy\Tyre, Lebanon",234 CE-305\310 CE,Historia philosophiae (fragmenta),268 CE-310 CE,urn:cts:greekLit:tlg2034.tlg027.1st1K-grc1,Historical Texts\Philosophy,
Proclus,"Athens, Greece",500 CE,In Platonis Rem Publicam Commentarii,440 CE-485 CE,urn:cts:greekLit:tlg4036.tlg001.opp-grc1,Philosophy\Commentaries,
Pseudo Aristotle,"Athens, Greece",400 BCE-300 BCE,De Mundo,400 BCE-300 BCE,urn:cts:greekLit:stoa0033a.tlg028.1st1K-grc1,Philosophy,
Pseudo-Arrianus,Greece?,100 CE-200 CE,"Anonymi (Arriani, ut fertur) periplus maris Erythraei",100 CE-200 CE,urn:cts:greekLit:tlg0071.tlg001.1st1K-grc1,Periegesis,
Pseudo-Arrianus,Greece?,600 CE-,"Anonymi (Arriani, ut fertur) periplus ponti Euxini",600 CE-,urn:cts:greekLit:tlg0075.tlg001.1st1K-grc1,Periegesis,Date simply given as post 600 CE in TLG
Pseudo-Galen,Greece?,200 CE-,"De venereiis
",200 CE-,urn:cts:greekLit:tlg0530.tlg035.1st1K-grc1,Medical Texts,Date simply reads as post 200 CE in TLG
Pseudo-Galen,Greece?,200 CE-,De Fasciis,200 CE-,urn:cts:greekLit:tlg0530.tlg005.1st1K-grc1,Medical Texts,
Pseudo-Galen,Greece?,200 CE-,Ad Gaurum quomodo animetur fetus,200 CE-,urn:cts:greekLit:tlg0530.tlg006.1st1K-grc1,Medical Texts,
Pseudo-Galen,Greece?,200 CE-,Introductio seu medicus,200 CE-,urn:cts:greekLit:tlg0530.tlg012.1st1K-grc1,Philosophy\Medical Texts,
Pseudo-Galen,Greece?,200 CE-,De remediis parabilibus libri iii ,200 CE-,urn:cts:greekLit:tlg0530.tlg029.1st1K-grc1,Medical Texts,
